"stockCode","stockCode","empresa","razaoSocial","situacaoRegistro","situacaoEmissor","segmentoListagem","atividade","acao","dataCotacao","tipoAcao","ultimoFechamento","fatorCotacao","volumeFinanceiro","ultimoDemonstrativo","setor","subsetor","segmento","participacaoIndices","precoLucro","precoVpa","precoReceitaLiquida","precoFco","precoFcf","precoAtivoTotal","precoEbit","precoCapitalGiro","precoNcav","evEbit","evEbitda","evReceitaLiquida","evFco","evFcf","evAtivoTotal","marketCapEmpresa","enterpriseValue","dataDemonstracaoFinanceiraAtual","precoAtualAcao","dataPrecoAcao","dividendYield","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","menorPreco52Semanas","maiorPreco52Semanas","variacao2024","variacao1Ano","variacao2AnosTotal","variacao2AnosAnual","variacao3AnosTotal","variacao3AnosAnual","variacao4AnosTotal","variacao4AnosAnual","variacao5AnosTotal","variacao5AnosAnual","volumeDiarioMedio3Meses","retornoCapitalTangivelInicial","retornoCapitalInvestidoInicial","retornoCapitalTangivelInicialPreImpostos","retornoCapitalInvestidoInicialPreImpostos","retornoPatrimonioLiquidoInicial","retornoAtivoInicial","margemBruta","margemLiquida","margemEbit","margemEbitda","giroAtivoInicial","alavancagemFinanceira","passivoPatrimonioLiquido","dividaLiquidaEbitda","caixaEquivalentes","ativoTotal","dividaCurtoPrazo","dividaLongoPrazo","dividaBruta","dividaLiquida","patrimonioLiquido","valorPatrimonialAcao","acoesOrdinarias","acoesPreferenciais","totalAcoes","acoesOrdinariasTesouraria","acoesPreferenciaisTesouraria","totalAcoesTesouraria","acoesOrdinariasExTesouraria","acoesPreferenciaisExTesouraria","totalAcoesExTesouraria","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa"
"SMTO3","SMTO3","SAO MARTINHO","SAO MARTINHO S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Fabricação e comércio de açúcar. álcool e derivados.","SMTO3","31/05/2024","ON","R$ 27,14","1 ação","R$ 49,96 M","ITR - 31/12/2023","Consumo não Cíclico","Alimentos Processados","Açucar e Alcool","AGFS, GPTW, IBOVESPA, IBRA, IBRX, ICO2, ICON, IGC, IGCT, IGNM, INDX, ITAG, SMLL","9,39","1,45","1,50","4,05","6,39","0,48","5,25","2,43","-1,03","10,51","4,93","2,99","8,11","12,79","0,96","R$ 9,40 B","R$ 18,81 B","31/12/2023","R$ 27,14","31/05/2024","4,57%","R$ 6,28 B","R$ 1,79 B","R$ 1,79 B","- R$ 2,03 B","R$ 3,82 B","R$ 1,00 B","R$ 2,83","R$ 1,59 B","R$ 339,95 M","R$ 233,66 M","- R$ 542,13 M","R$ 775,79 M","R$ 210,64 M","R$ 0,59","R$ 25,80","R$ 40,73","-4,71%","-24,94%","-44,14%","-25,29%","-12,58%","-4,39%","59,99%","12,48%","68,39%","10,97%","R$ 46,38 M","6,91%","7,74%","10,47%","11,73%","17,29%","5,31%","28,49%","15,93%","28,49%","60,77%","0,33","3,01","2,01","2,46","R$ 124,30 M","R$ 19,49 B","R$ 1,57 B","R$ 7,97 B","R$ 9,53 B","R$ 9,41 B","R$ 6,48 B","R$ 18,30","354.011.329","0","354.011.329","7.636.263","0","7.636.263","346.375.066","0","346.375.066","R$ 2,32 B","- R$ 1,11 B","- R$ 1,33 B","- R$ 128,56 M","R$ 358,89 M","- R$ 564,56 M","R$ 218,08 M","R$ 12,42 M"
"ODPV3","ODPV3","ODONTOPREV","ODONTOPREV S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Operadora de planos odontológicos","ODPV3","31/05/2024","ON","R$ 11,16","1 ação","R$ 11,31 M","ITR - 31/03/2024","Saúde","Serv.Méd.Hospit..Análises e Diagnósticos","Serv.Méd.Hospit..Análises e Diagnósticos","GPTW, IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL","11,89","4,15","2,84","18,93","19,29","2,65","591,28","-106,49","-6,83","590,05","99,69","2,83","18,89","19,25","2,64","R$ 6,17 B","R$ 6,15 B","31/03/2024","R$ 11,16","31/05/2024","9,53%","R$ 2,17 B","R$ 678,40 M","R$ 10,43 M","- R$ 51,29 M","R$ 61,72 M","R$ 518,41 M","R$ 0,94","R$ 554,50 M","R$ 194,82 M","R$ 187,25 M","- R$ 12,68 M","R$ 199,93 M","R$ 146,74 M","R$ 0,27","R$ 9,37","R$ 12,19","8,19%","9,72%","21,62%","10,30%","11,44%","3,68%","3,83%","0,95%","-5,20%","-1,06%","R$ 17,91 M","1,43%","0,57%","2,16%","0,86%","42,45%","25,31%","31,23%","23,86%","0,48%","2,84%","1,06","1,57","0,57","-0,21","R$ 12,85 M","R$ 2,33 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 12,85 M","R$ 1,48 B","R$ 2,69","552.495.663","0","552.495.663","1.854.600","0","1.854.600","550.641.063","0","550.641.063","R$ 325,65 M","- R$ 121,19 M","- R$ 202,62 M","R$ 1,84 M","R$ 52,03 M","- R$ 33,84 M","- R$ 19,73 M","- R$ 1,54 M"
"KRSA3","KRSA3","KORA SAUDE","KORA SAÚDE PARTICIPAÇÕES S.A","ATIVO","FASE OPERACIONAL","Novo Mercado","Holding de instituições não financeiras com fim a prestação de serviços de atenção a saúde humana. limpeza. planos de saúde. bem como outras atividades secundárias como aluguel de imóveis.","KRSA3","31/05/2024","ON","R$ 0,70","1 ação","R$ 161,92 mil","ITR - 31/03/2024","Saúde","Serv.Méd.Hospit..Análises e Diagnósticos","Serv.Méd.Hospit..Análises e Diagnósticos","-","-3,74","0,56","0,24","2,71","4,90","0,11","1,73","0,91","-0,17","9,92","6,48","1,37","15,55","28,10","0,66","R$ 541,34 M","R$ 3,11 B","31/03/2024","R$ 0,70","31/05/2024","0,00%","R$ 2,27 B","R$ 472,49 M","R$ 313,06 M","- R$ 166,30 M","R$ 479,36 M","- R$ 144,61 M","- R$ 0,19","R$ 565,14 M","R$ 122,28 M","R$ 77,90 M","- R$ 36,83 M","R$ 114,73 M","- R$ 27,86 M","- R$ 0,04","R$ 0,64","R$ 1,63","-45,31%","-15,66%","-78,46%","-53,64%","-","-","-","-","-","-","R$ 774,28 mil","9,40%","6,14%","14,24%","9,30%","-13,19%","-3,06%","20,80%","-6,37%","13,78%","21,10%","0,48","4,94","3,94","5,35","R$ 215,25 M","R$ 4,74 B","R$ 282,33 M","R$ 2,50 B","R$ 2,78 B","R$ 2,56 B","R$ 959,73 M","R$ 1,24","773.348.000","0","773.348.000","4.867.000","0","4.867.000","768.481.000","0","768.481.000","R$ 199,73 M","- R$ 104,77 M","- R$ 68,95 M","R$ 26,01 M","- R$ 117,89 M","- R$ 16,97 M","- R$ 9,75 M","- R$ 144,61 M"
"VVEO3","VVEO3","VIVEO","CM HOSPITALAR S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Distribuição e comércio atacadista de produtos para saúde. incluindo medicamentos. produtos médico-hospitalares e laboratoriais; vacinas para uso humano; dietas e leites nutricionais; cosméticos.","VVEO3","31/05/2024","ON","R$ 2,90","1 ação","R$ 3,97 M","ITR - 31/03/2024","Saúde","Comércio e Distribuição","Medicamentos e Outros Produtos","IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL","2,87","0,28","0,08","-2,52","-1,76","0,08","1,70","0,24","-0,24","7,36","4,92","0,36","-10,91","-7,62","0,37","R$ 936,18 M","R$ 4,06 B","31/03/2024","R$ 2,90","31/05/2024","4,71%","R$ 11,24 B","R$ 1,70 B","R$ 550,88 M","- R$ 273,19 M","R$ 824,07 M","R$ 326,07 M","R$ 1,01","R$ 2,96 B","R$ 399,09 M","R$ 69,76 M","- R$ 73,68 M","R$ 143,44 M","R$ 3,04 M","R$ 0,01","R$ 2,76","R$ 21,55","-77,77%","-83,28%","-80,68%","-56,10%","-","-","-","-","-","-","R$ 9,08 M","11,28%","7,53%","17,09%","11,41%","14,06%","3,64%","15,13%","2,90%","4,90%","7,33%","1,26","3,38","2,38","3,78","R$ 1,14 B","R$ 11,10 B","R$ 410,95 M","R$ 3,85 B","R$ 4,26 B","R$ 3,12 B","R$ 3,29 B","R$ 10,18","322.820.608","0","322.820.608","4.326.200","0","4.326.200","318.494.408","0","318.494.408","- R$ 371,69 M","- R$ 873,15 M","R$ 1,68 B","R$ 438,00 M","- R$ 176,99 M","- R$ 114,92 M","R$ 956,30 M","R$ 664,39 M"
"EZTC3","EZTC3","EZTEC","EZ TEC EMPREEND. E PARTICIPACOES S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","(a) Incorporação e comercialização de empreendimentos imobiliários de qualquer natureza. (b) administração e locação de imóveis prórpios. (c) loteamento de terrenos. (d) construção de condomínios ...","EZTC3","31/05/2024","ON","R$ 12,93","1 ação","R$ 28,83 M","ITR - 31/03/2024","Consumo Cíclico","Construção Civil","Incorporações","IBOVESPA, IBRA, IBRX, ICO2, ICON, IGC, IGCT, IGNM, IMOB, INDX, ITAG, SMLL","11,25","0,61","2,67","-18,94","-18,45","0,49","14,89","1,29","2,77","19,12","16,84","3,42","-24,31","-23,69","0,62","R$ 2,86 B","R$ 3,67 B","31/03/2024","R$ 12,93","31/05/2024","2,14%","R$ 1,07 B","R$ 354,12 M","R$ 191,86 M","- R$ 25,89 M","R$ 217,74 M","R$ 253,95 M","R$ 1,15","R$ 239,19 M","R$ 81,71 M","R$ 31,97 M","- R$ 5,87 M","R$ 37,84 M","R$ 56,71 M","R$ 0,26","R$ 12,76","R$ 24,53","-25,26%","-29,09%","-19,18%","-10,11%","-58,92%","-25,68%","-62,09%","-21,54%","-35,91%","-8,51%","R$ 29,90 M","2,44%","2,49%","3,69%","3,77%","5,63%","4,53%","33,05%","23,70%","17,90%","20,32%","0,19","1,25","0,25","3,72","R$ 38,37 M","R$ 5,88 B","R$ 54,76 M","R$ 793,85 M","R$ 848,61 M","R$ 810,25 M","R$ 4,70 B","R$ 21,28","220.989.103","0","220.989.103","2.863.400","0","2.863.400","218.125.703","0","218.125.703","- R$ 150,84 M","R$ 29,80 M","R$ 114,96 M","- R$ 6,08 M","R$ 47,00 M","- R$ 51,58 M","- R$ 39,89 M","- R$ 44,48 M"
"ZAMP3","ZAMP3","ZAMP S.A.","ZAMP S.A.","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Prestação de serviços de operação e assessoria a restaurantes","ZAMP3","31/05/2024","ON","R$ 3,15","1 ação","R$ 1,87 M","ITR - 31/03/2024","Consumo Cíclico","Hoteis e Restaurantes","Restaurante e Similares","GPTW, IBRA, ICON, ITAG, SMLL","-6,50","0,66","0,22","2,25","32,22","0,19","12,67","4,75","-0,28","37,76","5,01","0,65","6,72","96,03","0,56","R$ 867,37 M","R$ 2,59 B","31/03/2024","R$ 3,15","31/05/2024","0,00%","R$ 3,99 B","R$ 2,64 B","R$ 68,47 M","- R$ 448,00 M","R$ 516,47 M","- R$ 133,43 M","- R$ 0,48","R$ 1,03 B","R$ 658,98 M","- R$ 33,54 M","- R$ 114,55 M","R$ 81,01 M","- R$ 90,77 M","- R$ 0,33","R$ 2,89","R$ 6,80","-43,95%","-23,36%","-","-","-","-","-","-","-","-","R$ 3,07 M","2,59%","1,80%","3,92%","2,73%","-9,34%","-3,31%","66,34%","-3,35%","1,72%","12,96%","0,99","3,50","2,50","3,33","R$ 73,42 M","R$ 4,59 B","R$ 575,19 M","R$ 1,22 B","R$ 1,79 B","R$ 1,72 B","R$ 1,31 B","R$ 4,76","275.355.447","0","275.355.447","3.570.968","0","3.570.968","271.784.479","0","271.784.479","R$ 384,93 M","- R$ 786,26 M","R$ 459,12 M","R$ 57,78 M","R$ 25,18 M","- R$ 613,99 M","R$ 580,95 M","- R$ 7,86 M"
"LIGT3","LIGT3","LIGHT S/A","LIGHT S.A.","ATIVO","EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE","Novo Mercado","Participação em sociedades p/ exploração serviços de energia elétrica","LIGT3","31/05/2024","ON","R$ 5,00","1 ação","R$ 6,38 M","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","-","-8,90","0,68","0,13","1,19","1,28","0,08","1,50","-0,19","-0,06","10,35","6,27","0,93","8,20","8,79","0,54","R$ 1,86 B","R$ 12,82 B","31/03/2024","R$ 5,00","31/05/2024","0,00%","R$ 13,82 B","R$ 2,38 B","R$ 1,24 B","- R$ 804,81 M","R$ 2,04 B","- R$ 209,33 M","- R$ 0,56","R$ 3,32 B","R$ 384,13 M","R$ 179,22 M","- R$ 210,62 M","R$ 389,84 M","- R$ 357,34 M","- R$ 0,96","R$ 4,49","R$ 9,77","-32,25%","6,61%","-40,83%","-23,10%","-68,31%","-31,85%","-65,36%","-23,30%","-72,18%","-22,56%","R$ 4,75 M","4,58%","6,15%","6,94%","9,32%","-7,09%","-0,88%","17,25%","-1,51%","8,96%","14,78%","0,58","8,69","7,69","5,36","R$ 81,60 M","R$ 23,80 B","R$ 11,04 B","R$ 0,00","R$ 11,04 B","R$ 10,96 B","R$ 2,74 B","R$ 7,35","372.555.324","0","372.555.324","0","0","0","372.555.324","0","372.555.324","R$ 1,56 B","- R$ 1,19 B","- R$ 316,92 M","R$ 54,26 M","R$ 402,02 M","- R$ 597,05 M","- R$ 15,44 M","- R$ 210,47 M"
"CPFE3","CPFE3","CPFL ENERGIA","CPFL ENERGIA S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Gestão de Participações Societárias (Holdings)","CPFE3","31/05/2024","ON","R$ 34,10","1 ação","R$ 241,11 M","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","IBOVESPA, IBRA, IBRX, ICO2, IDIV, IEE, IGC, IGCT, IGNM, ISE, ITAG, MLCX, UTIL","7,01","1,91","0,98","5,55","6,09","0,52","3,61","-25,29","-0,69","5,85","4,97","1,59","8,99","9,88","0,84","R$ 39,29 B","R$ 63,69 B","31/03/2024","R$ 34,10","31/05/2024","10,37%","R$ 40,07 B","R$ 13,94 B","R$ 10,89 B","- R$ 1,92 B","R$ 12,81 B","R$ 5,61 B","R$ 4,87","R$ 10,17 B","R$ 3,82 B","R$ 3,30 B","- R$ 483,15 M","R$ 3,78 B","R$ 1,68 B","R$ 1,45","R$ 26,81","R$ 35,69","-3,62%","26,16%","11,31%","5,51%","62,23%","17,52%","66,88%","13,67%","73,72%","11,67%","R$ 72,66 M","15,05%","18,77%","22,81%","28,44%","31,42%","7,74%","34,79%","14,00%","27,17%","31,97%","0,55","3,68","2,68","1,90","R$ 3,32 B","R$ 75,54 B","R$ 5,53 B","R$ 22,19 B","R$ 27,72 B","R$ 24,40 B","R$ 20,53 B","R$ 17,82","1.152.254.440","0","1.152.254.440","0","0","0","1.152.254.440","0","1.152.254.440","R$ 7,08 B","- R$ 5,74 B","- R$ 2,23 B","- R$ 887,74 M","R$ 526,53 M","- R$ 2,10 B","R$ 453,67 M","- R$ 1,12 B"
"MYPK3","MYPK3","IOCHP-MAXION","IOCHPE MAXION S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Fabricação e comercialização de produtos do setor automotivo e equipamentos ferroviários.","MYPK3","31/05/2024","ON","R$ 10,72","1 ação","R$ 65,33 M","ITR - 31/03/2024","Consumo Cíclico","Automóveis e Motocicletas","Automóveis e Motocicletas","IBRA, ICON, IGC, IGCT, IGNM, INDX, ISE, ITAG, SMLL","16,93","0,44","0,11","0,79","1,04","0,11","2,02","0,65","-0,20","6,87","4,38","0,39","2,68","3,53","0,39","R$ 1,65 B","R$ 5,62 B","31/03/2024","R$ 10,72","31/05/2024","0,82%","R$ 14,55 B","R$ 1,55 B","R$ 817,71 M","- R$ 465,04 M","R$ 1,28 B","R$ 97,33 M","R$ 0,63","R$ 3,60 B","R$ 384,13 M","R$ 200,89 M","- R$ 115,75 M","R$ 316,64 M","R$ 50,26 M","R$ 0,33","R$ 10,72","R$ 15,33","-14,03%","-15,64%","-28,30%","-15,34%","-22,65%","-8,21%","-8,03%","-2,07%","-32,89%","-7,66%","R$ 14,87 M","7,53%","6,58%","11,40%","9,97%","2,52%","0,63%","10,66%","0,67%","5,62%","8,81%","0,94","3,80","2,80","3,09","R$ 2,30 B","R$ 14,40 B","R$ 1,39 B","R$ 4,88 B","R$ 6,26 B","R$ 3,97 B","R$ 3,79 B","R$ 24,64","153.720.000","0","153.720.000","3.950.000","0","3.950.000","149.770.000","0","149.770.000","R$ 2,10 B","- R$ 536,33 M","- R$ 1,84 B","- R$ 309,51 M","R$ 368,12 M","- R$ 94,33 M","- R$ 958,36 M","- R$ 667,14 M"
"CASH3","CASH3","MELIUZ","MÉLIUZ S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Portal virtual para veiculação e divulgação de marcas. produtos e outros materiais. locação de espaço publicitário. intermediação de negócios. licenciamento de softwares e participação em sociedades.","CASH3","31/05/2024","ON","R$ 5,29","1 ação","R$ 4,60 M","ITR - 31/03/2024","Tecnologia da Informação","Programas e Serviços","Programas e Serviços","GPTW, IBRA, IGC, IGCT, IGNM, ITAG, SMLL","37,41","0,58","1,48","-96,03","-97,73","0,47","-13,08","0,73","1,01","-10,97","-22,66","1,24","-80,58","-82,00","0,40","R$ 460,01 M","R$ 385,95 M","31/03/2024","R$ 5,29","31/05/2024","45,65%","R$ 310,32 M","- R$ 35,17 M","- R$ 35,17 M","- R$ 18,14 M","- R$ 17,03 M","R$ 12,30 M","R$ 0,14","R$ 82,41 M","R$ 2,93 M","R$ 2,93 M","- R$ 2,83 M","R$ 5,76 M","R$ 20,23 M","R$ 0,23","R$ 4,12","R$ 6,82","0,35%","-16,59%","-60,07%","-36,85%","-88,00%","-50,71%","-","-","-","-","R$ 13,90 M","-6,70%","-3,97%","-10,15%","-6,02%","1,58%","0,99%","-11,33%","3,96%","-11,33%","-5,49%","0,25","1,22","0,22","4,35","R$ 74,90 M","R$ 972,95 M","R$ 395,00 mil","R$ 454,00 mil","R$ 849,00 mil","- R$ 74,05 M","R$ 798,28 M","R$ 9,18","86.957.953","0","86.957.953","0","0","0","86.957.953","0","86.957.953","- R$ 4,79 M","- R$ 116,74 M","- R$ 512,00 mil","- R$ 121,17 M","R$ 14,78 M","- R$ 9,33 M","- R$ 89,00 mil","R$ 5,54 M"
"SBFG3","SBFG3","GRUPO SBF","GRUPO SBF SA","ATIVO","FASE OPERACIONAL","Novo Mercado","A Companhia tem por objeto social (a) administração de bens próprios; e. (b) a participação. como sócia ou acionista. em outras empresas.","SBFG3","31/05/2024","ON","R$ 11,63","1 ação","R$ 10,72 M","ITR - 31/03/2024","Consumo Cíclico","Comércio","Produtos Diversos","IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL","13,80","1,09","0,40","3,17","3,62","0,36","5,12","1,51","-0,82","9,43","5,35","0,74","5,83","6,67","0,66","R$ 2,83 B","R$ 5,22 B","31/03/2024","R$ 11,63","31/05/2024","1,49%","R$ 7,01 B","R$ 3,31 B","R$ 553,37 M","- R$ 421,70 M","R$ 975,07 M","R$ 205,39 M","R$ 0,84","R$ 1,50 B","R$ 730,25 M","R$ 129,47 M","- R$ 112,72 M","R$ 242,19 M","R$ 38,05 M","R$ 0,16","R$ 6,26","R$ 14,19","7,79%","7,40%","-52,70%","-31,26%","-65,60%","-29,96%","-","-","-","-","R$ 23,99 M","6,61%","9,77%","10,02%","14,80%","8,65%","2,49%","47,18%","2,93%","7,89%","13,91%","0,85","3,04","2,04","2,44","R$ 444,61 M","R$ 7,93 B","R$ 527,72 M","R$ 2,30 B","R$ 2,83 B","R$ 2,38 B","R$ 2,60 B","R$ 10,69","243.688.980","0","243.688.980","0","0","0","243.688.980","0","243.688.980","R$ 895,57 M","- R$ 241,50 M","- R$ 548,40 M","R$ 105,67 M","R$ 20,83 M","- R$ 39,97 M","- R$ 412,17 M","- R$ 431,30 M"
"RECV3","RECV3","PETRORECSA","PETRORECÔNCAVO S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Exploração e produção de petróleo e gás natural","RECV3","31/05/2024","ON","R$ 20,74","1 ação","R$ 122,82 M","ITR - 31/03/2024","Petróleo. Gás e Biocombustíveis","Petróleo. Gás e Biocombustíveis","Exploração. Refino e Distribuição","IBOVESPA, IBRA, IBRX, IGC, IGCT, IGNM, ITAG, SMLL","9,82","1,31","2,14","4,17","23,79","0,88","9,39","110,70","-2,79","10,27","5,13","2,34","4,56","26,02","0,97","R$ 6,09 B","R$ 6,66 B","31/03/2024","R$ 20,74","31/05/2024","2,92%","R$ 2,84 B","R$ 889,64 M","R$ 648,39 M","- R$ 648,27 M","R$ 1,30 B","R$ 619,46 M","R$ 2,11","R$ 744,74 M","R$ 268,89 M","R$ 199,49 M","- R$ 153,86 M","R$ 353,35 M","R$ 110,03 M","R$ 0,38","R$ 17,25","R$ 24,08","0,12%","19,73%","-20,64%","-10,93%","37,96%","11,33%","-","-","-","-","R$ 66,15 M","8,48%","9,47%","12,84%","14,36%","15,13%","8,97%","31,33%","21,81%","22,83%","45,66%","0,41","1,48","0,48","0,44","R$ 302,15 M","R$ 6,89 B","R$ 149,69 M","R$ 723,13 M","R$ 872,82 M","R$ 570,67 M","R$ 4,65 B","R$ 15,86","293.338.126","0","293.338.126","225.996","0","225.996","293.112.130","0","293.112.130","R$ 1,46 B","- R$ 792,57 M","- R$ 571,03 M","R$ 96,18 M","R$ 465,99 M","- R$ 298,60 M","- R$ 62,42 M","R$ 104,97 M"
"EGIE3","EGIE3","ENGIE BRASIL","ENGIE BRASIL ENERGIA S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","GERAÇÃO. COMERCIALIZAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA","EGIE3","31/05/2024","ON","R$ 43,34","1 ação","R$ 266,54 M","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","IBOVESPA, IBRA, IBRX, ICO2, IDIV, IEE, IGC, IGCT, IGNM, ISE, ITAG, MLCX, UTIL","8,36","3,28","3,39","8,41","38,17","0,78","4,75","12,17","-1,11","6,90","6,12","4,91","12,21","55,41","1,13","R$ 35,36 B","R$ 51,33 B","31/03/2024","R$ 43,34","31/05/2024","5,39%","R$ 10,44 B","R$ 5,74 B","R$ 7,44 B","- R$ 943,41 M","R$ 8,39 B","R$ 4,23 B","R$ 5,19","R$ 2,61 B","R$ 1,52 B","R$ 2,92 B","- R$ 245,72 M","R$ 3,17 B","R$ 1,68 B","R$ 2,06","R$ 38,04","R$ 44,63","0,17%","6,71%","17,04%","8,20%","30,61%","9,32%","32,84%","7,36%","24,76%","4,52%","R$ 79,62 M","17,48%","20,58%","26,48%","31,18%","45,78%","10,68%","54,98%","40,52%","71,27%","80,30%","0,26","4,22","3,22","1,90","R$ 5,26 B","R$ 45,46 B","R$ 2,04 B","R$ 19,19 B","R$ 21,23 B","R$ 15,97 B","R$ 10,78 B","R$ 13,21","815.927.740","0","815.927.740","0","0","0","815.927.740","0","815.927.740","R$ 4,20 B","- R$ 1,99 B","R$ 104,12 M","R$ 2,32 B","R$ 899,07 M","- R$ 351,60 M","- R$ 540,99 M","R$ 6,48 M"
"CURY3","CURY3","CURY S/A","CURY CONSTRUTORA E INCORPORADORA S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Somos uma companhia com foco na incorporação e construção de empreendimentos residenciais enquadrados no programa habitacional Minha Casa Minha Vida e Sistema Brasileiro de Poupança e EmpréstimoSBPE","CURY3","31/05/2024","ON","R$ 18,43","1 ação","R$ 29,49 M","ITR - 31/03/2024","Consumo Cíclico","Construção Civil","Incorporações","IBRA, ICON, IDIV, IGC, IGCT, IGNM, IMOB, INDX, ITAG, SMLL","10,13","5,35","1,72","11,67","12,52","1,58","8,32","4,22","-4,76","8,25","7,92","1,70","11,57","12,42","1,56","R$ 5,38 B","R$ 5,33 B","31/03/2024","R$ 18,43","31/05/2024","11,86%","R$ 3,13 B","R$ 1,19 B","R$ 646,28 M","- R$ 27,29 M","R$ 673,57 M","R$ 531,16 M","R$ 1,82","R$ 837,38 M","R$ 316,61 M","R$ 179,17 M","- R$ 7,12 M","R$ 186,29 M","R$ 141,24 M","R$ 0,48","R$ 12,51","R$ 19,69","12,33%","43,73%","217,54%","78,34%","145,47%","34,93%","-","-","-","-","R$ 36,19 M","26,53%","50,30%","40,20%","76,22%","62,96%","19,43%","38,00%","16,98%","20,66%","21,53%","1,14","3,39","2,39","-0,07","R$ 647,60 M","R$ 3,41 B","R$ 121,62 M","R$ 480,27 M","R$ 601,89 M","- R$ 45,71 M","R$ 1,01 B","R$ 3,45","291.875.088","0","291.875.088","1.990.800","0","1.990.800","289.884.288","0","289.884.288","R$ 460,93 M","- R$ 145,66 M","- R$ 137,84 M","R$ 177,44 M","R$ 24,44 M","- R$ 23,40 M","R$ 2,92 M","R$ 3,97 M"
"BPAN4","BPAN4","BANCO PAN","BCO PAN S.A.","ATIVO","FASE OPERACIONAL","Nível 1 de Governança Corporativa","Banco múltiplo com carteira comercial","BPAN4","31/05/2024","PN","R$ 9,13","1 ação","R$ 16,28 M","ITR - 31/03/2024","Financeiro","Intermediários Financeiros","Bancos","GPTW, IBRA, IFNC, IGC, IGCT, ISE, ITAG, SMLL","19,71","1,58","0,77","-2,30","","0,19","","","","","","","","","","R$ 11,59 B","","31/03/2024","R$ 9,13","31/05/2024","2,36%","","","","","","R$ 587,92 M","","","","","","","R$ 152,81 M","","R$ 6,71","R$ 10,08","9,74%","36,00%","25,78%","12,17%","-56,00%","-23,96%","47,05%","10,13%","28,89%","5,20%","R$ 21,02 M","","","","","8,15%","1,04%","51,11%","3,91%","","","0,27","8,41","7,41","","","R$ 61,64 B","","","","","R$ 7,33 B","R$ 5,86","657.560.635","593.009.137","1.250.569.772","0","22.629.497","22.629.497","657.560.635","570.379.640","1.227.940.275","- R$ 5,05 B","R$ 2,34 B","R$ 2,53 B","- R$ 168,39 M","- R$ 1,33 B","- R$ 703,02 M","R$ 1,84 B","- R$ 197,14 M"
