"stockCode","stockCode","empresa","razaoSocial","situacaoRegistro","situacaoEmissor","segmentoListagem","atividade","acao","dataCotacao","tipoAcao","ultimoFechamento","fatorCotacao","volumeFinanceiro","ultimoDemonstrativo","setor","subsetor","segmento","participacaoIndices","precoLucro","precoVpa","precoReceitaLiquida","precoFco","precoFcf","precoAtivoTotal","precoEbit","precoCapitalGiro","precoNcav","evEbit","evEbitda","evReceitaLiquida","evFco","evFcf","evAtivoTotal","marketCapEmpresa","enterpriseValue","dataDemonstracaoFinanceiraAtual","precoAtualAcao","dataPrecoAcao","dividendYield","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","menorPreco52Semanas","maiorPreco52Semanas","variacao2024","variacao1Ano","variacao2AnosTotal","variacao2AnosAnual","variacao3AnosTotal","variacao3AnosAnual","variacao4AnosTotal","variacao4AnosAnual","variacao5AnosTotal","variacao5AnosAnual","volumeDiarioMedio3Meses","retornoCapitalTangivelInicial","retornoCapitalInvestidoInicial","retornoCapitalTangivelInicialPreImpostos","retornoCapitalInvestidoInicialPreImpostos","retornoPatrimonioLiquidoInicial","retornoAtivoInicial","margemBruta","margemLiquida","margemEbit","margemEbitda","giroAtivoInicial","alavancagemFinanceira","passivoPatrimonioLiquido","dividaLiquidaEbitda","caixaEquivalentes","ativoTotal","dividaCurtoPrazo","dividaLongoPrazo","dividaBruta","dividaLiquida","patrimonioLiquido","valorPatrimonialAcao","acoesOrdinarias","acoesPreferenciais","totalAcoes","acoesOrdinariasTesouraria","acoesPreferenciaisTesouraria","totalAcoesTesouraria","acoesOrdinariasExTesouraria","acoesPreferenciaisExTesouraria","totalAcoesExTesouraria","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa"
"ESPA3","ESPA3","ESPACOLASER","MPM CORPÓREOS S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Participação como sócia de sociedades empresárias que desenvolvam atividades de depilação. estética facial. capilar e corporal e a comercialização de produtos cosméticos e de cuidados corporais.","ESPA3","29/05/2024","ON","R$ 1,16","1 ação","R$ 758,21 mil","ITR - 31/03/2024","Consumo Cíclico","Comércio","Produtos Diversos","IGC, IGNM, ITAG","-17,45","0,49","0,41","4,79","5,53","0,19","3,17","1,01","-0,43","8,45","5,04","1,11","12,80","14,76","0,50","R$ 419,25 M","R$ 1,12 B","31/03/2024","R$ 1,16","29/05/2024","0,00%","R$ 1,01 B","R$ 382,74 M","R$ 132,43 M","- R$ 89,74 M","R$ 222,17 M","- R$ 24,03 M","- R$ 0,07","R$ 273,56 M","R$ 106,04 M","R$ 52,08 M","- R$ 21,47 M","R$ 73,56 M","R$ 6,07 M","R$ 0,02","R$ 0,88","R$ 2,04","0,87%","-15,94%","-62,70%","-38,93%","-93,77%","-60,28%","-","-","-","-","R$ 851,79 mil","9,99%","5,44%","15,13%","8,24%","-2,70%","-1,04%","37,80%","-2,37%","13,08%","21,94%","0,44","2,61","1,61","3,15","R$ 155,90 M","R$ 2,26 B","R$ 74,29 M","R$ 781,90 M","R$ 856,19 M","R$ 700,29 M","R$ 863,57 M","R$ 2,39","361.423.066","0","361.423.066","0","0","0","361.423.066","0","361.423.066","R$ 87,49 M","- R$ 14,29 M","- R$ 113,37 M","- R$ 40,17 M","R$ 19,57 M","- R$ 4,81 M","- R$ 16,83 M","- R$ 2,06 M"
"TTEN3","TTEN3","3TENTOS","TRÊS TENTOS AGROINDUSTRIAL S/A","ATIVO","FASE OPERACIONAL","Novo Mercado","Varejo de insumos agrícolas; Recebimento e comercialização de grãos de soja. milho e trigo; e Indústria. na cadeia de soja.","TTEN3","29/05/2024","ON","R$ 9,73","1 ação","R$ 5,83 M","ITR - 31/03/2024","Consumo não Cíclico","Agropecuária","Agricultura","AGFS, IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL","7,72","1,41","0,49","7,78","33,76","0,65","9,38","2,88","-2,09","10,30","9,09","0,54","8,54","37,06","0,72","R$ 4,85 B","R$ 5,32 B","31/03/2024","R$ 9,73","29/05/2024","1,21%","R$ 9,87 B","R$ 1,49 B","R$ 516,93 M","- R$ 68,64 M","R$ 585,57 M","R$ 628,14 M","R$ 1,26","R$ 2,68 B","R$ 500,78 M","R$ 185,90 M","- R$ 22,87 M","R$ 208,77 M","R$ 157,42 M","R$ 0,32","R$ 9,20","R$ 14,10","-9,74%","-18,68%","5,65%","2,79%","-","-","-","-","-","-","R$ 9,12 M","10,45%","10,57%","15,84%","16,02%","21,86%","9,76%","15,06%","6,36%","5,24%","5,93%","1,53","2,17","1,17","0,81","R$ 935,24 M","R$ 7,44 B","R$ 608,86 M","R$ 800,63 M","R$ 1,41 B","R$ 474,25 M","R$ 3,44 B","R$ 6,89","498.298.000","0","498.298.000","135.000","0","135.000","498.163.000","0","498.163.000","R$ 622,97 M","- R$ 417,40 M","- R$ 202,25 M","R$ 3,32 M","- R$ 40,39 M","- R$ 73,21 M","R$ 20,35 M","- R$ 93,25 M"
"MELK3","MELK3","MELNICK","MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Construção. incorporação. loteamento e comercialização de condomínios e empreendimentos imobiliários de qualquer natureza.","MELK3","29/05/2024","ON","R$ 3,78","1 ação","R$ 4,47 M","ITR - 31/03/2024","Consumo Cíclico","Construção Civil","Incorporações","IGC, IGNM, ITAG","6,83","0,63","0,69","14,08","14,70","0,32","7,54","0,61","12,31","10,32","9,89","0,94","19,27","20,12","0,44","R$ 779,70 M","R$ 1,07 B","31/03/2024","R$ 3,78","29/05/2024","12,88%","R$ 1,13 B","R$ 246,80 M","R$ 103,36 M","- R$ 4,59 M","R$ 107,94 M","R$ 114,11 M","R$ 0,55","R$ 245,14 M","R$ 54,12 M","R$ 23,65 M","- R$ 1,08 M","R$ 24,73 M","R$ 30,34 M","R$ 0,15","R$ 3,62","R$ 4,77","-17,34%","1,51%","22,59%","10,72%","-17,09%","-6,04%","-","-","-","-","R$ 1,87 M","3,71%","4,88%","5,62%","7,40%","9,29%","4,92%","21,84%","10,10%","9,15%","9,55%","0,49","1,98","0,98","2,66","R$ 1,05 M","R$ 2,45 B","R$ 115,56 M","R$ 172,91 M","R$ 288,48 M","R$ 287,43 M","R$ 1,24 B","R$ 6,00","206.269.341","0","206.269.341","3.550.937","0","3.550.937","202.718.404","0","202.718.404","R$ 55,38 M","- R$ 44,98 M","- R$ 26,39 M","- R$ 16,00 M","R$ 78,32 M","- R$ 47,93 M","- R$ 30,93 M","- R$ 535,00 mil"
"TASA4","TASA4","TAURUS ARMAS","TAURUS ARMAS S.A.","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","Indústria e comércio de armas","TASA4","29/05/2024","PN","R$ 11,08","1 ação","R$ 4,01 M","ITR - 31/03/2024","Bens Industriais","Máquinas e Equipamentos","Armas e Munições","IBRA, IDIV, IGC, IGCT, ITAG, SMLL","10,29","1,24","0,79","9,15","20,81","0,64","6,43","3,78","-2,07","8,40","7,21","1,03","11,94","27,18","0,84","R$ 1,44 B","R$ 1,83 B","31/03/2024","R$ 11,08","29/05/2024","3,64%","R$ 1,78 B","R$ 600,22 M","R$ 218,07 M","- R$ 36,04 M","R$ 254,12 M","R$ 136,34 M","R$ 1,08","R$ 448,87 M","R$ 145,41 M","R$ 55,46 M","- R$ 9,14 M","R$ 64,60 M","R$ 18,94 M","R$ 0,15","R$ 11,02","R$ 16,28","-23,03%","-24,49%","-40,64%","-22,95%","-47,60%","-19,35%","201,34%","31,73%","-","-","R$ 4,34 M","10,76%","10,97%","16,30%","16,62%","13,01%","6,10%","33,77%","7,67%","12,27%","14,30%","0,80","1,93","0,93","1,55","R$ 131,10 M","R$ 2,18 B","R$ 440,25 M","R$ 84,52 M","R$ 524,77 M","R$ 393,66 M","R$ 1,13 B","R$ 8,91","46.445.314","80.189.120","126.634.434","0","699.900","699.900","46.445.314","79.489.220","125.934.534","R$ 153,38 M","- R$ 61,70 M","- R$ 129,23 M","- R$ 33,54 M","R$ 99,41 M","- R$ 15,99 M","- R$ 35,73 M","R$ 47,74 M"
"TUPY3","TUPY3","TUPY","TUPY S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Produtos fundidos para os setores de transporte de carga. infraestrutura. agricultura e geração de energia / conexões em ferro fundido para aplicações em redes hidráulicas e de gás / perfis","TUPY3","29/05/2024","ON","R$ 23,20","1 ação","R$ 10,63 M","ITR - 31/03/2024","Bens Industriais","Material de Transporte","Material Rodoviário","AGFS, IBRA, IGC, IGCT, IGNM, INDX, ITAG, SMLL","6,90","0,96","0,30","3,09","6,55","0,31","4,15","0,98","-0,87","7,08","4,88","0,51","5,27","11,17","0,53","R$ 3,34 B","R$ 5,70 B","31/03/2024","R$ 23,20","29/05/2024","2,23%","R$ 11,16 B","R$ 1,89 B","R$ 805,25 M","- R$ 364,42 M","R$ 1,17 B","R$ 484,62 M","R$ 3,36","R$ 2,60 B","R$ 464,35 M","R$ 192,87 M","- R$ 89,61 M","R$ 282,48 M","R$ 109,85 M","R$ 0,76","R$ 23,20","R$ 29,05","-14,71%","-4,69%","10,95%","5,34%","3,21%","1,06%","67,44%","13,74%","32,98%","5,86%","R$ 15,12 M","9,22%","9,94%","13,97%","15,06%","15,59%","4,83%","16,98%","4,34%","7,21%","10,48%","1,11","3,09","2,09","2,02","R$ 1,88 B","R$ 10,74 B","R$ 715,91 M","R$ 3,52 B","R$ 4,23 B","R$ 2,36 B","R$ 3,47 B","R$ 24,08","144.178.000","0","144.178.000","247.000","0","247.000","143.931.000","0","143.931.000","R$ 1,08 B","- R$ 829,08 M","R$ 462,99 M","R$ 698,84 M","R$ 121,17 M","- R$ 192,57 M","R$ 328,67 M","R$ 283,36 M"
"GRND3","GRND3","GRENDENE","GRENDENE S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Fabricação de calçados em geral","GRND3","29/05/2024","ON","R$ 6,16","1 ação","R$ 5,31 M","ITR - 31/03/2024","Consumo Cíclico","Tecidos. Vestuário e Calçados","Calçados","IBRA, ICON, IGC, IGCT, IGNM, INDX, ISE, ITAG, SMLL","9,68","1,51","2,27","6,99","8,24","1,31","16,94","2,40","3,21","17,20","13,60","2,30","7,10","8,37","1,33","R$ 5,56 B","R$ 5,64 B","31/03/2024","R$ 6,16","29/05/2024","1,24%","R$ 2,45 B","R$ 1,11 B","R$ 328,00 M","- R$ 86,94 M","R$ 414,94 M","R$ 574,25 M","R$ 0,64","R$ 539,36 M","R$ 240,42 M","R$ 91,69 M","- R$ 17,27 M","R$ 108,96 M","R$ 139,69 M","R$ 0,15","R$ 5,93","R$ 7,61","-10,33%","-11,13%","-16,80%","-8,78%","-20,57%","-7,38%","16,62%","3,92%","21,57%","3,98%","R$ 9,86 M","6,11%","6,02%","9,26%","9,12%","16,94%","11,54%","45,09%","23,41%","13,37%","16,92%","0,49","1,16","0,16","0,20","R$ 85,78 M","R$ 4,26 B","R$ 159,65 M","R$ 10,86 M","R$ 170,50 M","R$ 84,72 M","R$ 3,67 B","R$ 4,07","902.160.000","0","902.160.000","0","0","0","902.160.000","0","902.160.000","R$ 795,08 M","R$ 547,52 M","- R$ 1,27 B","R$ 69,40 M","R$ 353,54 M","- R$ 413,73 M","R$ 72,24 M","R$ 12,05 M"
"LAVV3","LAVV3","LAVVI","LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Incorporadora Imobiliária","LAVV3","29/05/2024","ON","R$ 8,85","1 ação","R$ 3,34 M","ITR - 31/03/2024","Consumo Cíclico","Construção Civil","Incorporações","IBRA, ICON, IDIV, IGC, IGCT, IGNM, IMOB, ITAG, SMLL","6,40","1,34","1,72","-5,00","-4,90","0,70","6,73","1,03","3,52","8,30","8,27","2,12","-6,17","-6,05","0,86","R$ 1,77 B","R$ 2,18 B","31/03/2024","R$ 8,85","29/05/2024","6,30%","R$ 1,03 B","R$ 351,70 M","R$ 262,51 M","- R$ 1,07 M","R$ 263,57 M","R$ 275,84 M","R$ 1,38","R$ 285,21 M","R$ 101,56 M","R$ 70,31 M","- R$ 333,00 mil","R$ 70,64 M","R$ 70,00 M","R$ 0,35","R$ 5,92","R$ 9,71","4,35%","48,38%","96,36%","40,13%","53,49%","15,32%","-","-","-","-","R$ 7,10 M","10,96%","14,74%","16,61%","22,33%","23,69%","14,04%","34,17%","26,80%","25,50%","25,61%","0,52","1,91","0,91","1,57","R$ 33,82 M","R$ 2,53 B","R$ 5,19 M","R$ 441,40 M","R$ 446,59 M","R$ 412,78 M","R$ 1,32 B","R$ 6,62","199.534.352","0","199.534.352","4.100.000","0","4.100.000","195.434.352","0","195.434.352","- R$ 352,89 M","R$ 45,79 M","R$ 304,61 M","- R$ 2,50 M","- R$ 67,64 M","- R$ 140,46 M","R$ 199,55 M","- R$ 8,54 M"
"TRAD3","TRAD3","TC","TC S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Desenvolvimento e gestão de plataformas para oferecer produtos e serviços para o mercado financeiro.","TRAD3","29/05/2024","ON","R$ 0,67","1 ação","R$ 305,27 mil","ITR - 31/03/2024","Tecnologia da Informação","Programas e Serviços","Programas e Serviços","-","-0,84","0,69","3,62","-2,82","-2,76","0,62","-0,98","2,37","3,66","-0,61","-0,69","2,25","-1,75","-1,71","0,39","R$ 187,70 M","R$ 116,52 M","31/03/2024","R$ 0,67","29/05/2024","0,00%","R$ 51,85 M","R$ 13,48 M","- R$ 191,18 M","- R$ 21,24 M","- R$ 169,94 M","- R$ 222,70 M","- R$ 0,79","R$ 11,39 M","R$ 2,24 M","- R$ 12,40 M","- R$ 2,26 M","- R$ 10,14 M","- R$ 11,46 M","- R$ 0,04","R$ 0,65","R$ 2,09","-22,09%","-31,63%","-89,97%","-68,33%","-","-","-","-","-","-","R$ 562,89 mil","-64,21%","-33,65%","-97,28%","-50,98%","-44,55%","-39,60%","25,99%","-429,53%","-368,73%","-327,76%","0,09","1,10","0,10","0,42","R$ 74,26 M","R$ 300,48 M","R$ 694,00 mil","R$ 2,38 M","R$ 3,08 M","- R$ 71,18 M","R$ 272,49 M","R$ 0,97","280.147.000","0","280.147.000","4.712.000","0","4.712.000","275.435.000","0","275.435.000","- R$ 66,66 M","R$ 17,87 M","- R$ 4,80 M","- R$ 53,59 M","- R$ 6,99 M","- R$ 1,67 M","- R$ 548,00 mil","- R$ 9,20 M"
"BMGB4","BMGB4","BANCO BMG","BANCO BMG S.A.","ATIVO","FASE OPERACIONAL","Nível 1 de Governança Corporativa","Prática de todas as operações ativas. passivas e acessórias permitidas nas normas legais e regulamentares para o funcionamento dos bancos com carteira comercial. de investimento. inclusive câmbio","BMGB4","29/05/2024","PN","R$ 3,39","1 ação","R$ 1,30 M","ITR - 31/03/2024","Financeiro","Intermediários Financeiros","Bancos","IGC, ITAG","6,06","0,47","0,26","4,88","","0,04","","","","","","","","","","R$ 1,98 B","","31/03/2024","R$ 3,39","29/05/2024","12,97%","","","","","","R$ 326,38 M","","","","","","","R$ 96,99 M","","R$ 1,93","R$ 4,15","9,93%","75,77%","64,83%","28,39%","2,78%","0,92%","9,84%","2,37%","-","-","R$ 1,69 M","","","","","8,01%","0,74%","38,82%","4,25%","","","0,17","10,97","9,97","","","R$ 46,15 B","","","","","R$ 4,20 B","R$ 7,21","372.696.198","210.536.213","583.232.411","0","395.193","395.193","372.696.198","210.141.020","582.837.218","R$ 405,39 M","- R$ 324,32 M","R$ 82,73 M","R$ 142,15 M","R$ 59,14 M","- R$ 60,68 M","- R$ 173,34 M","- R$ 185,68 M"
"KEPL3","KEPL3","KEPLER WEBER","KEPLER WEBER S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Indústria e comércio de produtos e matérias primas relacionadas a metalurgia. importação e exportação. prestação de serviços. comércio de produtos destinados a agroindústria.","KEPL3","29/05/2024","ON","R$ 9,89","1 ação","R$ 6,44 M","ITR - 31/03/2024","Bens Industriais","Máquinas e Equipamentos","Máq. e Equip. Industriais","AGFS, GPTW, IBRA, IDIV, IGC, IGCT, IGNM, INDX, ITAG, SMLL","7,22","2,28","1,13","6,62","9,10","1,26","5,69","4,06","-9,44","5,21","4,66","1,04","6,07","8,33","1,16","R$ 1,78 B","R$ 1,63 B","31/03/2024","R$ 9,89","29/05/2024","8,57%","R$ 1,57 B","R$ 468,75 M","R$ 312,65 M","- R$ 37,08 M","R$ 349,73 M","R$ 246,13 M","R$ 1,37","R$ 380,31 M","R$ 122,31 M","R$ 80,57 M","- R$ 9,86 M","R$ 90,42 M","R$ 52,16 M","R$ 0,29","R$ 7,59","R$ 11,50","-2,52%","29,59%","15,15%","7,31%","80,41%","21,69%","222,34%","33,97%","423,66%","39,23%","R$ 9,50 M","36,06%","32,92%","54,63%","49,88%","37,82%","18,85%","29,87%","15,68%","19,92%","22,28%","1,20","1,80","0,80","-0,43","R$ 319,72 M","R$ 1,41 B","R$ 93,86 M","R$ 76,48 M","R$ 170,34 M","- R$ 149,38 M","R$ 779,76 M","R$ 4,34","179.720.000","0","179.720.000","2.960.000","0","2.960.000","176.760.000","0","176.760.000","R$ 268,42 M","R$ 51,32 M","- R$ 199,15 M","R$ 120,59 M","R$ 20,38 M","R$ 31,14 M","- R$ 54,72 M","- R$ 3,20 M"
"MDIA3","MDIA3","M.DIASBRANCO","M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","ATIVO","FASE OPERACIONAL","Novo Mercado","Industrialização e comércio de biscoitos; bolachas; massas; bolos; mistura para bolos; snacks; salgadinhos; torradas; farinha de trigo e outros produtos derivados do trigo; refrescos em pó; etc.","MDIA3","29/05/2024","ON","R$ 32,32","1 ação","R$ 21,64 M","ITR - 31/03/2024","Consumo não Cíclico","Alimentos Processados","Alimentos Diversos","AGFS, GPTW, IBRA, ICON, IGC, IGCT, IGNM, INDX, ISE, ITAG, SMLL","11,25","1,41","1,04","4,96","5,67","0,88","9,33","3,13","-9,48","9,24","7,06","1,03","4,91","5,62","0,87","R$ 10,96 B","R$ 10,85 B","31/03/2024","R$ 32,32","29/05/2024","1,98%","R$ 10,50 B","R$ 3,70 B","R$ 1,17 B","- R$ 363,29 M","R$ 1,54 B","R$ 973,66 M","R$ 2,87","R$ 2,14 B","R$ 784,08 M","R$ 191,35 M","- R$ 85,92 M","R$ 277,26 M","R$ 154,94 M","R$ 0,46","R$ 31,55","R$ 44,08","-14,28%","-15,70%","28,14%","13,20%","26,79%","8,22%","0,83%","0,21%","-5,68%","-1,16%","R$ 30,92 M","11,68%","9,25%","17,70%","14,01%","14,35%","8,69%","35,30%","9,28%","11,19%","14,65%","0,94","1,60","0,60","-0,07","R$ 2,17 B","R$ 12,41 B","R$ 377,21 M","R$ 1,69 B","R$ 2,06 B","- R$ 110,22 M","R$ 7,75 B","R$ 22,87","339.000.000","0","339.000.000","2.675.111","0","2.675.111","336.324.889","0","336.324.889","R$ 2,21 B","- R$ 360,13 M","- R$ 448,08 M","R$ 1,40 B","R$ 138,01 M","- R$ 59,73 M","- R$ 173,98 M","- R$ 93,40 M"
"NGRD3","NGRD3","NEOGRID","NEOGRID PARTICIPACOES S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Participação em outras empresas ou sociedades. negócios e empreendimentos; desenvolvimento. licenciamento e implementação de softwares; e prestação de serviços de assessoria técnica e de treinamento.","NGRD3","29/05/2024","ON","R$ 0,95","1 ação","R$ 254,53 mil","ITR - 31/03/2024","Tecnologia da Informação","Programas e Serviços","Programas e Serviços","IGC, IGNM, ITAG","-53,04","0,51","0,85","125,06","225,60","0,35","-170,09","1,43","-5,49","-140,76","8,17","0,70","103,49","186,70","0,29","R$ 226,73 M","R$ 187,64 M","31/03/2024","R$ 0,95","29/05/2024","0,57%","R$ 266,43 M","R$ 169,92 M","- R$ 1,33 M","- R$ 24,29 M","R$ 22,96 M","- R$ 4,28 M","- R$ 0,02","R$ 67,98 M","R$ 40,76 M","- R$ 4,23 M","- R$ 6,91 M","R$ 2,67 M","- R$ 3,41 M","- R$ 0,01","R$ 0,94","R$ 2,16","-23,60%","-37,98%","-56,51%","-34,05%","-85,69%","-47,63%","-","-","-","-","R$ 544,26 mil","-0,44%","-0,19%","-0,67%","-0,29%","-0,93%","-0,61%","63,78%","-1,60%","-0,50%","8,62%","0,38","1,45","0,45","-1,70","R$ 59,64 M","R$ 648,00 M","R$ 7,50 M","R$ 13,05 M","R$ 20,55 M","- R$ 39,09 M","R$ 448,13 M","R$ 1,88","238.662.330","0","238.662.330","10.138.641","0","10.138.641","228.523.689","0","228.523.689","R$ 1,81 M","R$ 51,35 M","- R$ 59,77 M","- R$ 6,60 M","- R$ 733,00 mil","R$ 437,00 mil","- R$ 2,80 M","- R$ 3,10 M"
"VULC3","VULC3","VULCABRAS","VULCABRAS S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Representantes comerciais e agentes do comércio de têxteis. vestuário. calçados e artigos de viagem.","VULC3","29/05/2024","ON","R$ 14,87","1 ação","R$ 13,65 M","ITR - 31/03/2024","Consumo Cíclico","Tecidos. Vestuário e Calçados","Calçados","IBRA, ICON, IGC, IGCT, IGNM, INDX, ITAG, SMLL","8,17","2,04","1,44","7,06","9,21","1,40","7,47","2,88","7,95","7,66","6,48","1,47","7,24","9,44","1,44","R$ 4,08 B","R$ 4,19 B","31/03/2024","R$ 14,87","29/05/2024","19,84%","R$ 2,84 B","R$ 1,19 B","R$ 546,41 M","- R$ 100,32 M","R$ 646,72 M","R$ 500,02 M","R$ 1,82","R$ 597,27 M","R$ 239,89 M","R$ 97,11 M","- R$ 25,32 M","R$ 122,43 M","R$ 88,77 M","R$ 0,32","R$ 13,63","R$ 19,67","-15,70%","9,07%","52,60%","23,53%","104,69%","26,91%","348,65%","45,50%","203,22%","24,82%","R$ 16,31 M","20,16%","19,05%","30,55%","28,86%","27,88%","18,41%","41,86%","17,58%","19,21%","22,74%","1,05","1,45","0,45","0,16","R$ 311,69 M","R$ 2,91 B","R$ 269,64 M","R$ 145,93 M","R$ 415,56 M","R$ 103,87 M","R$ 2,00 B","R$ 7,29","274.656.000","0","274.656.000","766.000","0","766.000","273.890.000","0","273.890.000","R$ 578,35 M","- R$ 383,92 M","- R$ 256,46 M","- R$ 62,50 M","R$ 214,91 M","- R$ 276,40 M","R$ 12,21 M","- R$ 49,33 M"
"ARML3","ARML3","ARMAC","ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Locação de máquinas e equipamentos pesados","ARML3","29/05/2024","ON","R$ 10,02","1 ação","R$ 8,86 M","ITR - 31/03/2024","Bens Industriais","Máquinas e Equipamentos","Máq. e Equip. Industriais","AGFS, IBRA, IGC, IGCT, IGNM, ITAG, SMLL","18,26","2,73","2,38","29,39","NA","0,74","7,01","3,14","-1,48","12,29","8,91","4,18","51,54","NA","1,29","R$ 3,47 B","R$ 6,09 B","31/03/2024","R$ 10,02","29/05/2024","2,71%","R$ 1,46 B","R$ 666,70 M","R$ 495,39 M","- R$ 188,18 M","R$ 683,58 M","R$ 190,18 M","R$ 0,55","R$ 387,79 M","R$ 173,56 M","R$ 133,95 M","- R$ 44,25 M","R$ 178,20 M","R$ 53,11 M","R$ 0,15","R$ 9,79","R$ 17,86","-37,32%","-34,88%","-21,39%","-11,34%","-","-","-","-","-","-","R$ 7,80 M","13,32%","13,21%","20,19%","20,01%","16,69%","5,06%","45,75%","13,05%","33,99%","46,91%","0,39","3,71","2,71","3,83","R$ 264,63 M","R$ 4,72 B","R$ 373,94 M","R$ 2,51 B","R$ 2,88 B","R$ 2,62 B","R$ 1,27 B","R$ 3,67","346.016.041","0","346.016.041","378.947","0","378.947","345.637.094","0","345.637.094","R$ 118,14 M","- R$ 1,04 B","R$ 316,67 M","- R$ 604,76 M","R$ 68,40 M","- R$ 590,26 M","R$ 532,08 M","R$ 10,22 M"
"ABCB4","ABCB4","ABC BRASIL","BCO ABC BRASIL S.A.","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","O Banco tem por objeto a prática de operações ativas. passivas e acessórias inerentes às respectivas carteiras autorizadas pelo Banco Central do Brasil.","ABCB4","29/05/2024","PN","R$ 21,76","1 ação","R$ 9,73 M","ITR - 31/03/2024","Financeiro","Intermediários Financeiros","Bancos","IBRA, IDIV, IFNC, IGC, IGCT, ITAG, SMLL","6,02","0,87","0,82","4,60","","0,09","","","","","","","","","","R$ 5,32 B","","31/03/2024","R$ 21,76","29/05/2024","7,25%","","","","","","R$ 884,59 M","","","","","","","R$ 223,03 M","","R$ 15,44","R$ 25,42","-4,90%","40,94%","49,93%","22,44%","56,65%","16,11%","98,63%","18,70%","59,25%","9,75%","R$ 14,53 M","","","","","16,68%","1,65%","21,43%","13,60%","","","0,12","9,80","8,80","","","R$ 60,18 B","","","","","R$ 6,14 B","R$ 25,09","122.961.704","121.695.153","244.656.857","0","3.387.048","3.387.048","122.961.704","118.308.105","241.269.809","R$ 1,16 B","- R$ 169,62 M","R$ 1,02 B","R$ 2,01 B","- R$ 867,81 M","- R$ 332,36 M","R$ 867,01 M","- R$ 333,16 M"
"INTB3","INTB3","INTELBRAS","INTELBRAS S.A. IND DE TELEC ELETRONICA BRASILEIRA","ATIVO","FASE OPERACIONAL","Novo Mercado","A Companhia tem como atividade principal a exploração da indústria de eletrônicos.","INTB3","29/05/2024","ON","R$ 23,10","1 ação","R$ 9,10 M","ITR - 31/03/2024","Tecnologia da Informação","Computadores e Equipamentos","Computadores e Equipamentos","GPTW, IBRA, IGC, IGCT, IGNM, INDX, ITAG, SMLL","13,36","2,85","1,84","11,21","14,48","1,48","14,00","3,31","-42,72","13,25","11,48","1,74","10,60","13,69","1,40","R$ 7,57 B","R$ 7,16 B","31/03/2024","R$ 23,10","29/05/2024","2,72%","R$ 4,11 B","R$ 1,30 B","R$ 540,41 M","- R$ 83,32 M","R$ 623,72 M","R$ 566,40 M","R$ 1,73","R$ 1,04 B","R$ 351,90 M","R$ 145,02 M","- R$ 22,02 M","R$ 167,04 M","R$ 153,97 M","R$ 0,47","R$ 16,54","R$ 27,12","12,39%","-6,75%","-6,43%","-3,27%","-10,26%","-3,54%","-","-","-","-","R$ 21,53 M","22,18%","18,32%","33,61%","27,76%","24,68%","11,66%","31,70%","13,79%","13,16%","15,19%","0,85","1,93","0,93","-0,66","R$ 1,36 B","R$ 5,12 B","R$ 139,88 M","R$ 814,96 M","R$ 954,83 M","- R$ 409,92 M","R$ 2,66 B","R$ 8,11","327.611.110","0","327.611.110","0","0","0","327.611.110","0","327.611.110","R$ 675,28 M","- R$ 210,03 M","- R$ 466,89 M","- R$ 1,63 M","R$ 212,34 M","- R$ 45,21 M","- R$ 105,55 M","R$ 61,59 M"
