"stockCode","stockCode","empresa","razaoSocial","situacaoRegistro","situacaoEmissor","segmentoListagem","atividade","acao","dataCotacao","tipoAcao","ultimoFechamento","fatorCotacao","volumeFinanceiro","ultimoDemonstrativo","setor","subsetor","segmento","participacaoIndices","precoLucro","precoVpa","precoReceitaLiquida","precoFco","precoFcf","precoAtivoTotal","precoEbit","precoCapitalGiro","precoNcav","evEbit","evEbitda","evReceitaLiquida","evFco","evFcf","evAtivoTotal","marketCapEmpresa","enterpriseValue","dataDemonstracaoFinanceiraAtual","precoAtualAcao","dataPrecoAcao","dividendYield","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","menorPreco52Semanas","maiorPreco52Semanas","variacao2024","variacao1Ano","variacao2AnosTotal","variacao2AnosAnual","variacao3AnosTotal","variacao3AnosAnual","variacao4AnosTotal","variacao4AnosAnual","variacao5AnosTotal","variacao5AnosAnual","volumeDiarioMedio3Meses","retornoCapitalTangivelInicial","retornoCapitalInvestidoInicial","retornoCapitalTangivelInicialPreImpostos","retornoCapitalInvestidoInicialPreImpostos","retornoPatrimonioLiquidoInicial","retornoAtivoInicial","margemBruta","margemLiquida","margemEbit","margemEbitda","giroAtivoInicial","alavancagemFinanceira","passivoPatrimonioLiquido","dividaLiquidaEbitda","caixaEquivalentes","ativoTotal","dividaCurtoPrazo","dividaLongoPrazo","dividaBruta","dividaLiquida","patrimonioLiquido","valorPatrimonialAcao","acoesOrdinarias","acoesPreferenciais","totalAcoes","acoesOrdinariasTesouraria","acoesPreferenciaisTesouraria","totalAcoesTesouraria","acoesOrdinariasExTesouraria","acoesPreferenciaisExTesouraria","totalAcoesExTesouraria","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa"
"SEQL3","SEQL3","SEQUOIA LOG","SEQUOIA LOGISTICA E TRANSPORTES S.A","ATIVO","FASE OPERACIONAL","Novo Mercado","Logística.transporte rodoviário de cargas em geral. municipal. intermunicipal. estadual e interestadual. serviços de entrega rápida e carga e descarga. dentre outros.","SEQL3","29/05/2024","ON","R$ 0,31","1 ação","R$ 1,10 M","DFP - 31/12/2023","Bens Industriais","Serviços","Serviços Diversos","-","-0,01","0,05","0,01","-0,02","-0,02","0,00","-0,01","-0,01","0,00","-0,99","-1,26","0,93","-2,48","-2,39","0,44","R$ 6,05 M","R$ 693,47 M","31/12/2023","R$ 0,31","29/05/2024","0,00%","R$ 744,74 M","- R$ 86,80 M","- R$ 703,23 M","- R$ 150,97 M","- R$ 552,26 M","- R$ 822,22 M","- R$ 2,34","R$ 125,07 M","- R$ 55,64 M","- R$ 368,56 M","- R$ 36,43 M","- R$ 332,13 M","- R$ 348,90 M","- R$ 0,99","R$ 5,80","R$ 34,00","-60,76%","-80,86%","-96,60%","-81,57%","-98,65%","-76,14%","-","-","-","-","R$ 3,68 M","-106,26%","-36,88%","-161,00%","-55,87%","-165,00%","-41,47%","-11,65%","-110,40%","-94,43%","-74,15%","0,38","13,28","12,28","-1,24","R$ 30,05 M","R$ 1,56 B","R$ 331,59 M","R$ 385,88 M","R$ 717,47 M","R$ 687,42 M","R$ 117,57 M","R$ 0,33","351.837.605","0","351.837.605","0","0","0","351.837.605","0","351.837.605","- R$ 279,28 M","- R$ 26,30 M","R$ 216,28 M","- R$ 89,31 M","- R$ 68,65 M","R$ 6,68 M","R$ 81,19 M","R$ 19,23 M"
"ASAI3","ASAI3","ASSAI","SENDAS DISTRIBUIDORA S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Atacadista de autosserviços","ASAI3","29/05/2024","ON","R$ 12,46","1 ação","R$ 114,39 M","ITR - 31/03/2024","Consumo não Cíclico","Comércio e Distribuição","Alimentos","AGFS, GPTW, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, IVBX, MLCX","24,13","3,59","0,25","2,63","4,95","0,40","4,84","-4,14","-0,41","8,12","5,63","0,41","4,42","8,31","0,68","R$ 16,84 B","R$ 28,26 B","31/03/2024","R$ 12,46","29/05/2024","0,00%","R$ 68,63 B","R$ 11,20 B","R$ 3,48 B","- R$ 1,54 B","R$ 5,02 B","R$ 698,00 M","R$ 0,52","R$ 17,22 B","R$ 2,80 B","R$ 814,00 M","- R$ 399,00 M","R$ 1,21 B","R$ 60,00 M","R$ 0,04","R$ 10,75","R$ 14,93","-4,30%","11,05%","-20,92%","-11,07%","-28,91%","-10,73%","-","-","-","-","R$ 127,80 M","14,41%","18,05%","21,83%","27,34%","17,54%","1,79%","16,31%","1,02%","5,07%","7,31%","1,76","8,88","7,88","2,28","R$ 4,54 B","R$ 41,71 B","R$ 5,44 B","R$ 10,52 B","R$ 15,96 B","R$ 11,42 B","R$ 4,70 B","R$ 3,48","1.351.833.000","0","1.351.833.000","0","0","0","1.351.833.000","0","1.351.833.000","R$ 6,40 B","- R$ 2,93 B","- R$ 3,07 B","R$ 404,00 M","R$ 457,00 M","- R$ 405,00 M","- R$ 973,00 M","- R$ 921,00 M"
"CCRO3","CCRO3","CCR SA","CCR S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Prestadora de serviços públicos por meio de concessões rodoviária. metroviária e aeroportuária. além de prestação de serviços de meio de pagamentos e outros.","CCRO3","29/05/2024","ON","R$ 12,11","1 ação","R$ 66,44 M","ITR - 31/03/2024","Bens Industriais","Transporte","Exploração de Rodovias","GPTW, IBOVESPA, IBRA, IBRX, ICO2, IGC, IGCT, IGNM, ISE, ITAG, IVBX, MLCX","17,27","1,90","1,27","3,58","3,74","0,43","4,18","6,18","-0,62","8,66","6,80","2,64","7,43","7,74","0,90","R$ 24,46 B","R$ 50,72 B","31/03/2024","R$ 12,11","29/05/2024","3,49%","R$ 19,24 B","R$ 7,63 B","R$ 5,86 B","- R$ 1,60 B","R$ 7,46 B","R$ 1,42 B","R$ 0,70","R$ 4,69 B","R$ 1,83 B","R$ 1,44 B","- R$ 398,98 M","R$ 1,84 B","R$ 340,91 M","R$ 0,17","R$ 11,39","R$ 14,23","-11,59%","-9,00%","-1,20%","-0,60%","-6,08%","-2,07%","-9,52%","-2,47%","5,90%","1,15%","R$ 95,15 M","26,19%","10,64%","39,69%","16,12%","11,75%","2,79%","39,67%","7,36%","30,44%","38,75%","0,38","4,39","3,39","3,52","R$ 5,90 B","R$ 56,41 B","R$ 4,43 B","R$ 27,72 B","R$ 32,15 B","R$ 26,26 B","R$ 12,85 B","R$ 6,36","2.020.000.000","0","2.020.000.000","3.081.575","0","3.081.575","2.016.918.425","0","2.016.918.425","R$ 6,82 B","- R$ 4,62 B","- R$ 902,07 M","R$ 1,30 B","R$ 1,38 B","- R$ 671,61 M","R$ 642,80 M","R$ 1,35 B"
"LWSA3","LWSA3","LWSA","LWSA S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","","LWSA3","29/05/2024","ON","R$ 4,27","1 ação","R$ 56,40 M","ITR - 31/03/2024","Tecnologia da Informação","Programas e Serviços","Programas e Serviços","GPTW, IBOVESPA, IBRA, IBRX, ICO2, IGC, IGCT, IGNM, ITAG, SMLL","-45,11","0,88","1,94","12,05","13,71","0,55","28,69","4,92","-2,05","16,85","7,14","1,14","7,08","8,05","0,32","R$ 2,55 B","R$ 1,50 B","31/03/2024","R$ 4,27","29/05/2024","0,00%","R$ 1,31 B","R$ 606,86 M","R$ 88,85 M","- R$ 120,69 M","R$ 209,54 M","- R$ 56,50 M","- R$ 0,09","R$ 320,61 M","R$ 152,54 M","R$ 23,61 M","- R$ 31,55 M","R$ 55,16 M","R$ 24,47 M","R$ 0,04","R$ 4,10","R$ 9,54","-23,34%","-45,67%","-35,42%","-19,64%","-83,55%","-45,14%","-34,11%","-9,90%","-","-","R$ 37,36 M","-117,75%","3,59%","-178,42%","5,43%","-1,89%","-1,20%","46,31%","-4,31%","6,78%","15,99%","0,28","1,61","0,61","-5,02","R$ 1,13 B","R$ 4,66 B","R$ 12,83 M","R$ 61,87 M","R$ 74,70 M","- R$ 1,05 B","R$ 2,90 B","R$ 4,86","596.886.478","0","596.886.478","7.978.472","0","7.978.472","588.908.006","0","588.908.006","R$ 211,44 M","- R$ 442,05 M","- R$ 69,27 M","- R$ 299,88 M","- R$ 14,87 M","- R$ 32,40 M","- R$ 14,66 M","- R$ 61,92 M"
"NTCO3","NTCO3","GRUPO NATURA","NATURA &CO HOLDING S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Gestão de participações societárias em sociedades que desenvolvam suas atividades principais no ramo de beleza.","NTCO3","29/05/2024","ON","R$ 14,75","1 ação","R$ 132,22 M","ITR - 31/03/2024","Consumo não Cíclico","Produtos de Uso Pessoal e de Limpeza","Produtos de Uso Pessoal","IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, INDX, ISE, ITAG, IVBX, MLCX","7,60","0,93","0,78","-8,22","-7,27","0,49","-110,10","4,19","-1,39","-120,85","16,38","0,85","-9,03","-7,98","0,54","R$ 20,46 B","R$ 22,45 B","31/03/2024","R$ 14,75","29/05/2024","5,02%","R$ 26,37 B","R$ 16,88 B","- R$ 185,79 M","- R$ 1,56 B","R$ 1,37 B","R$ 2,69 B","R$ 1,94","R$ 6,11 B","R$ 3,98 B","R$ 155,24 M","- R$ 345,25 M","R$ 500,49 M","- R$ 934,82 M","- R$ 0,67","R$ 11,95","R$ 18,59","-7,94%","11,18%","-6,14%","-3,12%","-69,71%","-32,79%","-58,42%","-19,69%","-","-","R$ 150,97 M","-0,81%","-0,37%","-1,23%","-0,56%","12,23%","5,06%","64,02%","10,21%","-0,70%","5,20%","0,50","1,89","0,89","1,46","R$ 4,19 B","R$ 41,65 B","R$ 128,09 M","R$ 6,06 B","R$ 6,19 B","R$ 2,00 B","R$ 22,07 B","R$ 15,91","1.386.848.000","0","1.386.848.000","3.163.000","0","3.163.000","1.383.685.000","0","1.383.685.000","- R$ 2,49 B","R$ 12,25 B","- R$ 7,59 B","R$ 1,97 B","- R$ 1,72 B","R$ 2,26 B","- R$ 168,04 M","R$ 439,70 M"
"PRIO3","PRIO3","PETRORIO","PRIO S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","A Companhia tem por objeto a participação em outras sociedades como sócia. acionista ou quotista. no país ou no exterior. desde que visando à consecução de atividades relacionadas à energia.","PRIO3","29/05/2024","ON","R$ 42,43","1 ação","R$ 417,15 M","ITR - 31/03/2024","Petróleo. Gás e Biocombustíveis","Petróleo. Gás e Biocombustíveis","Exploração. Refino e Distribuição","IBOVESPA, IBRA, IBRX, IBRX50, IGC, IGCT, IGNM, ITAG, MLCX","7,48","2,46","3,08","4,01","8,08","1,23","5,14","11,99","-3,10","6,10","4,34","3,65","4,76","9,59","1,46","R$ 37,85 B","R$ 44,91 B","31/03/2024","R$ 42,43","29/05/2024","0,17%","R$ 12,29 B","R$ 7,64 B","R$ 7,36 B","- R$ 2,99 B","R$ 10,35 B","R$ 5,06 B","R$ 5,68","R$ 3,20 B","R$ 1,81 B","R$ 1,72 B","- R$ 637,14 M","R$ 2,36 B","R$ 1,05 B","R$ 1,17","R$ 33,09","R$ 50,86","-6,44%","24,52%","50,38%","22,63%","116,17%","29,24%","585,90%","61,78%","1.097,81%","64,27%","R$ 411,13 M","43,06%","23,56%","65,24%","35,69%","47,64%","19,76%","62,15%","41,20%","59,88%","84,25%","0,48","2,00","1,00","0,68","R$ 4,03 B","R$ 30,78 B","R$ 1,57 B","R$ 9,52 B","R$ 11,09 B","R$ 7,06 B","R$ 15,40 B","R$ 17,26","892.059.934","0","892.059.934","54.330.165","0","54.330.165","837.729.769","0","837.729.769","R$ 9,44 B","- R$ 4,72 B","- R$ 1,01 B","R$ 3,50 B","R$ 1,61 B","- R$ 1,49 B","R$ 1,18 B","R$ 1,69 B"
"ALOS3","ALOS3","ALLOS","ALLOS S.A","ATIVO","FASE OPERACIONAL","Novo Mercado","Planejamento. desenvolvimento. implantação e investimentos na área imobiliária. nomeadamente em Shopping Centers e a participação em outras sociedades e/ou em fundos de investimento imobiliário.","ALOS3","29/05/2024","ON","R$ 21,20","1 ação","R$ 80,18 M","ITR - 31/03/2024","Financeiro","Exploração de Imóveis","Exploração de Imóveis","IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IGC, IGCT, IGNM, IMOB, ISE, ITAG, IVBX, SMLL","24,19","0,87","4,45","6,98","7,00","0,45","12,19","14,82","-0,97","12,15","7,31","4,43","6,95","6,98","0,44","R$ 12,17 B","R$ 12,13 B","31/03/2024","R$ 21,20","29/05/2024","5,28%","R$ 2,74 B","R$ 1,94 B","R$ 998,54 M","- R$ 661,55 M","R$ 1,66 B","R$ 503,04 M","R$ 0,88","R$ 644,36 M","R$ 462,49 M","R$ 279,47 M","- R$ 157,10 M","R$ 436,56 M","R$ 91,07 M","R$ 0,16","R$ 19,45","R$ 25,42","-13,07%","-","-","-","-","-","-","-","-","-","R$ 91,44 M","2,52%","4,48%","3,82%","6,79%","3,41%","1,75%","71,06%","18,39%","36,51%","60,69%","0,10","1,96","0,96","-0,02","R$ 36,78 M","R$ 27,28 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 36,78 M","R$ 13,92 B","R$ 24,25","573.936.909","0","573.936.909","27.998.147","0","27.998.147","545.938.762","0","545.938.762","R$ 1,74 B","R$ 821,75 M","- R$ 2,58 B","- R$ 18,05 M","R$ 411,58 M","R$ 147,32 M","- R$ 566,44 M","- R$ 7,54 M"
"MULT3","MULT3","MULTIPLAN","MULTIPLAN - EMPREEND IMOBILIARIOS S.A.","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","Administração de shopping centers","MULT3","29/05/2024","ON","R$ 22,90","1 ação","R$ 79,19 M","ITR - 31/03/2024","Financeiro","Exploração de Imóveis","Exploração de Imóveis","IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IGC, IGCT, IMOB, ITAG, IVBX, MLCX","12,74","1,94","6,59","11,48","11,53","1,19","9,80","22,37","-3,56","12,01","10,94","8,07","14,07","14,13","1,46","R$ 13,76 B","R$ 16,86 B","31/03/2024","R$ 22,90","29/05/2024","4,47%","R$ 2,09 B","R$ 1,80 B","R$ 1,40 B","- R$ 136,61 M","R$ 1,54 B","R$ 1,08 B","R$ 1,80","R$ 523,62 M","R$ 452,23 M","R$ 356,26 M","- R$ 34,57 M","R$ 390,82 M","R$ 267,03 M","R$ 0,44","R$ 22,79","R$ 28,86","-17,32%","-10,93%","1,81%","0,90%","-0,82%","-0,27%","25,01%","5,74%","7,24%","1,41%","R$ 128,85 M","10,55%","10,70%","15,99%","16,20%","16,07%","9,78%","86,07%","51,72%","67,22%","73,76%","0,19","1,63","0,63","2,01","R$ 50,54 M","R$ 11,56 B","R$ 485,70 M","R$ 2,66 B","R$ 3,15 B","R$ 3,10 B","R$ 7,09 B","R$ 11,80","600.760.875","0","600.760.875","19.478.024","0","19.478.024","581.282.851","0","581.282.851","R$ 1,20 B","- R$ 1,42 B","- R$ 781,25 M","- R$ 1,00 B","R$ 324,37 M","- R$ 208,74 M","- R$ 222,24 M","- R$ 106,61 M"
"YDUQ3","YDUQ3","YDUQS PART","YDUQS PARTICIPACOES S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Desenvolve principalmente nas áreas de educação de nível superior. nas modalidades presencial e a distância. educação profissional e/ou outras áreas associadas à educação.","YDUQ3","29/05/2024","ON","R$ 12,58","1 ação","R$ 88,70 M","ITR - 31/03/2024","Consumo Cíclico","Diversos","Serviços Educacionais","IBOVESPA, IBRA, IBRX, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, IVBX, SMLL","25,25","1,22","0,73","4,31","5,03","0,41","4,90","5,24","-0,69","10,66","5,27","1,60","9,37","10,94","0,88","R$ 3,89 B","R$ 8,46 B","31/03/2024","R$ 12,58","29/05/2024","4,37%","R$ 5,30 B","R$ 3,20 B","R$ 793,22 M","- R$ 811,31 M","R$ 1,60 B","R$ 154,02 M","R$ 0,50","R$ 1,46 B","R$ 961,45 M","R$ 297,91 M","- R$ 211,17 M","R$ 509,08 M","R$ 150,49 M","R$ 0,49","R$ 12,53","R$ 23,29","-40,08%","-8,64%","-21,62%","-11,47%","-60,67%","-26,69%","-53,40%","-17,37%","-","-","R$ 77,30 M","11,30%","6,73%","17,13%","10,19%","4,97%","1,61%","60,35%","2,91%","14,97%","30,28%","0,55","3,00","2,00","2,85","R$ 623,45 M","R$ 9,60 B","R$ 823,89 M","R$ 4,37 B","R$ 5,19 B","R$ 4,57 B","R$ 3,20 B","R$ 10,34","309.089.000","0","309.089.000","17.702.000","0","17.702.000","291.387.000","0","291.387.000","R$ 902,77 M","- R$ 198,76 M","- R$ 717,69 M","- R$ 13,68 M","R$ 294,96 M","- R$ 116,61 M","- R$ 56,87 M","R$ 121,48 M"
"CYRE3","CYRE3","CYRELA REALT","CYRELA BRAZIL REALTY S.A.EMPREEND E PART","ATIVO","FASE OPERACIONAL","Novo Mercado","Incorporação Imobiliária","CYRE3","29/05/2024","ON","R$ 19,27","1 ação","R$ 77,02 M","ITR - 31/03/2024","Consumo Cíclico","Construção Civil","Incorporações","IBOVESPA, IBRA, IBRX, IBRX50, ICON, IGC, IGCT, IGNM, IMOB, INDX, ISE, ITAG, IVBX, SMLL","7,37","0,96","1,18","-16,05","-13,13","0,44","5,99","1,17","-2,66","9,67","9,25","1,90","-25,93","-21,20","0,71","R$ 7,70 B","R$ 12,44 B","31/03/2024","R$ 19,27","29/05/2024","4,83%","R$ 6,54 B","R$ 2,14 B","R$ 1,29 B","- R$ 57,82 M","R$ 1,34 B","R$ 1,05 B","R$ 2,62","R$ 1,57 B","R$ 493,52 M","R$ 338,71 M","- R$ 19,89 M","R$ 358,60 M","R$ 267,26 M","R$ 0,67","R$ 17,08","R$ 24,76","-14,29%","8,53%","49,02%","22,07%","-8,64%","-2,96%","41,72%","9,10%","50,01%","8,44%","R$ 116,51 M","6,15%","7,29%","9,32%","11,04%","14,48%","6,41%","32,75%","15,99%","19,67%","20,55%","0,40","2,19","1,19","3,53","R$ 156,06 M","R$ 17,46 B","R$ 941,40 M","R$ 3,95 B","R$ 4,90 B","R$ 4,74 B","R$ 7,99 B","R$ 19,98","399.743.000","0","399.743.000","24.822.000","0","24.822.000","374.921.000","0","374.921.000","- R$ 479,81 M","R$ 397,66 M","R$ 353,00 mil","- R$ 81,80 M","R$ 122,91 M","R$ 138,22 M","- R$ 346,86 M","- R$ 85,73 M"
"CXSE3","CXSE3","CAIXA SEGURI","CAIXA SEGURIDADE PARTICIPAÇÕES S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Participar. direta ou indiretamente. do capital de outras sociedades relacionadas a seguridade e corretagem de seguros.","CXSE3","29/05/2024","ON","R$ 15,00","1 ação","R$ 127,22 M","ITR - 31/03/2024","Financeiro","Previdência e Seguros","Seguradoras","GPTW, IBRA, IBRX, IDIV, IFNC, IGC, IGCT, IGNM, ITAG, MLCX","12,42","3,35","0,00","15,01","NA","3,03","11,22","44,01","-108,87","11,22","11,22","0,00","15,01","NA","3,03","R$ 45,00 B","R$ 45,00 B","31/03/2024","R$ 15,00","29/05/2024","7,11%","R$ 0,00","R$ 0,00","R$ 4,01 B","- R$ 9,00 mil","R$ 4,01 B","R$ 3,62 B","R$ 1,21","R$ 0,00","R$ 0,00","R$ 979,60 M","- R$ 15,00 mil","R$ 979,62 M","R$ 855,71 M","R$ 0,29","R$ 9,24","R$ 16,75","21,39%","57,66%","129,30%","51,43%","56,20%","16,00%","-","-","-","-","R$ 58,45 M","20,08%","20,08%","30,42%","30,42%","27,48%","25,85%","0,00%","0,00%","0,00%","0,00%","0,00","1,11","0,11","0,00","R$ 243,00 mil","R$ 14,87 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 243,00 mil","R$ 13,43 B","R$ 4,48","3.000.000.000","0","3.000.000.000","0","0","0","3.000.000.000","0","3.000.000.000","R$ 3,00 B","R$ 31,62 M","- R$ 3,03 B","- R$ 197,00 mil","R$ 413,05 M","- R$ 413,24 M","R$ 0,00","- R$ 187,00 mil"
"ANIM3","ANIM3","ANIMA","ANIMA HOLDING S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Administração. direta ou indireta. de atividade de instituições de 3º e 4º graus. educação profissional.","ANIM3","29/05/2024","ON","R$ 3,60","1 ação","R$ 20,00 M","ITR - 31/03/2024","Consumo Cíclico","Diversos","Serviços Educacionais","IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL","-7,74","0,59","0,39","2,48","2,82","0,16","2,37","-6,68","-0,21","9,45","4,88","1,54","9,89","11,25","0,63","R$ 1,45 B","R$ 5,80 B","31/03/2024","R$ 3,60","29/05/2024","0,00%","R$ 3,77 B","R$ 2,25 B","R$ 613,85 M","- R$ 573,77 M","R$ 1,19 B","- R$ 187,88 M","- R$ 0,47","R$ 990,72 M","R$ 673,84 M","R$ 246,16 M","- R$ 129,71 M","R$ 375,87 M","R$ 64,54 M","R$ 0,16","R$ 2,60","R$ 5,32","-16,67%","20,00%","-35,60%","-19,75%","-71,45%","-34,10%","-50,75%","-16,22%","-43,63%","-10,83%","R$ 22,30 M","11,37%","5,24%","17,22%","7,94%","-7,02%","-1,78%","59,81%","-4,98%","16,29%","31,51%","0,36","3,76","2,76","3,66","R$ 146,47 M","R$ 9,24 B","R$ 921,63 M","R$ 3,57 B","R$ 4,49 B","R$ 4,34 B","R$ 2,45 B","R$ 6,07","403.868.805","0","403.868.805","26.482.114","0","26.482.114","377.386.691","0","377.386.691","R$ 586,35 M","R$ 352,41 M","- R$ 1,21 B","- R$ 273,31 M","R$ 146,22 M","R$ 429,86 M","- R$ 569,01 M","R$ 7,06 M"
"HYPE3","HYPE3","HYPERA","HYPERA S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Fabricacão de Medicamentos Alopáticos para uso humano","HYPE3","29/05/2024","ON","R$ 28,10","1 ação","R$ 234,08 M","ITR - 31/03/2024","Saúde","Comércio e Distribuição","Medicamentos e Outros Produtos","GPTW, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, IVBX, MLCX","10,46","1,52","2,21","6,92","8,27","0,70","6,95","4,60","-1,84","9,84","8,95","3,13","9,80","11,71","1,00","R$ 17,80 B","R$ 25,21 B","31/03/2024","R$ 28,10","29/05/2024","4,67%","R$ 8,04 B","R$ 5,02 B","R$ 2,56 B","- R$ 254,92 M","R$ 2,82 B","R$ 1,70 B","R$ 2,69","R$ 1,83 B","R$ 1,12 B","R$ 579,40 M","- R$ 68,35 M","R$ 647,76 M","R$ 392,24 M","R$ 0,62","R$ 27,15","R$ 45,07","-19,11%","-29,05%","-22,30%","-11,85%","-14,01%","-4,90%","0,17%","0,04%","9,65%","1,86%","R$ 100,92 M","21,46%","9,14%","32,51%","13,85%","15,75%","7,56%","62,47%","21,16%","31,85%","35,02%","0,36","2,16","1,16","2,63","R$ 3,17 B","R$ 25,27 B","R$ 2,39 B","R$ 8,20 B","R$ 10,59 B","R$ 7,41 B","R$ 11,71 B","R$ 18,49","633.420.823","0","633.420.823","363.687","0","363.687","633.057.136","0","633.057.136","R$ 2,57 B","- R$ 726,07 M","R$ 239,49 M","R$ 2,09 B","R$ 479,17 M","- R$ 105,50 M","R$ 219,89 M","R$ 593,55 M"
"RDOR3","RDOR3","REDE D OR","REDE DOR SÃO LUIZ S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","","RDOR3","29/05/2024","ON","R$ 27,82","1 ação","R$ 118,04 M","ITR - 31/03/2024","Saúde","Serv.Méd.Hospit..Análises e Diagnósticos","Serv.Méd.Hospit..Análises e Diagnósticos","GPTW, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, IVBX, MLCX","25,01","2,75","1,34","104,28","-36,27","0,70","10,39","2,22","-1,62","15,49","12,44","2,00","155,44","-54,06","1,04","R$ 63,69 B","R$ 94,94 B","31/03/2024","R$ 27,82","29/05/2024","1,81%","R$ 47,45 B","R$ 8,20 B","R$ 6,13 B","- R$ 1,50 B","R$ 7,63 B","R$ 2,55 B","R$ 1,11","R$ 12,20 B","R$ 2,23 B","R$ 1,69 B","- R$ 401,68 M","R$ 2,09 B","R$ 804,59 M","R$ 0,35","R$ 21,37","R$ 36,26","0,81%","-2,13%","-21,60%","-11,46%","-58,79%","-25,55%","-","-","-","-","R$ 184,79 M","6,97%","7,64%","10,55%","11,58%","11,62%","2,92%","17,29%","5,37%","12,91%","16,08%","0,54","3,93","2,93","4,10","R$ 2,59 B","R$ 91,13 B","R$ 2,55 B","R$ 31,29 B","R$ 33,84 B","R$ 31,25 B","R$ 23,17 B","R$ 10,12","2.289.292.590","0","2.289.292.590","34.173.654","0","34.173.654","2.255.118.936","0","2.255.118.936","R$ 610,75 M","R$ 737,09 M","- R$ 834,86 M","R$ 512,99 M","R$ 568,85 M","R$ 56,17 M","- R$ 1,30 B","- R$ 676,66 M"
"VBBR3","VBBR3","VIBRA","VIBRA ENERGIA S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Distribuição e venda de álcool carburante. biodísel. gasolina e demais derivados de petróleo. incluindo lubrificantes. assim como gás natural.","VBBR3","29/05/2024","ON","R$ 21,88","1 ação","R$ 178,50 M","ITR - 31/03/2024","Petróleo. Gás e Biocombustíveis","Petróleo. Gás e Biocombustíveis","Exploração. Refino e Distribuição","IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IGC, IGCT, IGNM, ISE, ITAG, IVBX, MLCX","4,47","1,48","0,15","7,43","9,74","0,57","2,82","1,94","-1,75","4,00","3,75","0,21","10,52","13,78","0,80","R$ 24,48 B","R$ 34,65 B","31/03/2024","R$ 21,88","29/05/2024","6,58%","R$ 163,51 B","R$ 9,11 B","R$ 8,67 B","- R$ 559,00 M","R$ 9,23 B","R$ 5,47 B","R$ 4,70","R$ 39,60 B","R$ 2,11 B","R$ 1,56 B","- R$ 143,00 M","R$ 1,70 B","R$ 789,00 M","R$ 0,68","R$ 15,03","R$ 25,94","-2,31%","45,56%","22,74%","10,79%","-","-","-","-","-","-","R$ 191,46 M","21,63%","23,71%","32,77%","35,92%","43,12%","13,61%","5,57%","3,35%","5,30%","5,65%","4,06","2,61","1,61","1,10","R$ 5,48 B","R$ 43,16 B","R$ 2,95 B","R$ 12,70 B","R$ 15,65 B","R$ 10,17 B","R$ 16,56 B","R$ 14,21","1.165.000.000","0","1.165.000.000","49.887.000","0","49.887.000","1.115.113.000","0","1.115.113.000","R$ 3,30 B","R$ 482,00 M","- R$ 4,16 B","- R$ 340,00 M","- R$ 230,00 M","R$ 28,00 M","- R$ 1,01 B","- R$ 1,19 B"
